yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavaluetype,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1
2010,2014,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",46,CAN,CAN11_1,AVGANNNMBR,RACE,WHT
2015,2019,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Overall,Overall,46,CAN,CAN11_1,AVGANNNMBR,OVERALL,OVR
2009,2013,VT,Vermont,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Gender,Male,50,CAN,CAN11_1,AVGANNNMBR,GENDER,GENM
2008,2012,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Overall,Overall,53,CAN,CAN11_1,AVGANNNMBR,OVERALL,OVR
2010,2014,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Race/Ethnicity,Hispanic,53,CAN,CAN11_1,AVGANNNMBR,RACE,HIS
2011,2015,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Race/Ethnicity,Hispanic,54,CAN,CAN11_1,AVGANNNMBR,RACE,HIS
2012,2016,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Overall,Overall,54,CAN,CAN11_1,AVGANNNMBR,OVERALL,OVR
2014,2018,WY,Wyoming,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence",Average Annual Number,Gender,Male,56,CAN,CAN11_1,AVGANNNMBR,GENDER,GENM
2013,2017,CA,California,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Race/Ethnicity,Hispanic,06,CAN,CAN11_2,AVGANNCRDRATE,RACE,HIS
2014,2018,CA,California,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,06,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2010,2014,CO,Colorado,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Race/Ethnicity,Asian or Pacific Islander,08,CAN,CAN11_2,AVGANNCRDRATE,RACE,APIO
2008,2012,FL,Florida,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,12,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2008,2012,GA,Georgia,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,13,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2013,2017,GA,Georgia,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,Hispanic,13,CAN,CAN11_2,AVGANNNMBR,RACE,HIS
2014,2018,GA,Georgia,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Overall,Overall,13,CAN,CAN11_2,AVGANNNMBR,OVERALL,OVR
2008,2012,ID,Idaho,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Gender,Male,16,CAN,CAN11_2,AVGANNCRDRATE,GENDER,GENM
2009,2013,ID,Idaho,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Overall,Overall,16,CAN,CAN11_2,AVGANNCRDRATE,OVERALL,OVR
2010,2014,ID,Idaho,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,16,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2011,2015,ID,Idaho,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Overall,Overall,16,CAN,CAN11_2,AVGANNNMBR,OVERALL,OVR
2010,2014,IL,Illinois,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,17,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2008,2012,KY,Kentucky,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",21,CAN,CAN11_2,AVGANNNMBR,RACE,BLK
2010,2014,MD,Maryland,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Overall,Overall,24,CAN,CAN11_2,AVGANNNMBR,OVERALL,OVR
2012,2016,MD,Maryland,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,Hispanic,24,CAN,CAN11_2,AVGANNNMBR,RACE,HIS
2009,2013,ME,Maine,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Overall,Overall,23,CAN,CAN11_2,AVGANNCRDRATE,OVERALL,OVR
2010,2014,ME,Maine,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Gender,Male,23,CAN,CAN11_2,AVGANNCRDRATE,GENDER,GENM
2011,2015,ME,Maine,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Gender,Male,23,CAN,CAN11_2,AVGANNCRDRATE,GENDER,GENM
2012,2016,ME,Maine,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Overall,Overall,23,CAN,CAN11_2,AVGANNCRDRATE,OVERALL,OVR
2013,2017,ME,Maine,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Overall,Overall,23,CAN,CAN11_2,AVGANNCRDRATE,OVERALL,OVR
2014,2018,ME,Maine,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Overall,Overall,23,CAN,CAN11_2,AVGANNNMBR,OVERALL,OVR
2015,2019,ME,Maine,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,23,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2010,2014,MI,Michigan,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",26,CAN,CAN11_2,AVGANNNMBR,RACE,WHT
2008,2012,MN,Minnesota,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Overall,Overall,27,CAN,CAN11_2,AVGANNCRDRATE,OVERALL,OVR
2013,2017,NC,North Carolina,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,37,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2015,2019,ND,North Dakota,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",38,CAN,CAN11_2,AVGANNNMBR,RACE,WHT
2011,2015,NM,New Mexico,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,35,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2009,2013,NV,Nevada,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",32,CAN,CAN11_2,AVGANNNMBR,RACE,WHT
2008,2012,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",40,CAN,CAN11_2,AVGANNNMBR,RACE,BLK
2012,2016,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Overall,Overall,40,CAN,CAN11_2,AVGANNNMBR,OVERALL,OVR
2008,2012,OR,Oregon,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,41,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2009,2013,TN,Tennessee,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Crude Rate,Overall,Overall,47,CAN,CAN11_2,AVGANNCRDRATE,OVERALL,OVR
2011,2015,TN,Tennessee,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Age-adjusted Rate,Gender,Male,47,CAN,CAN11_2,AVGANNAGEADJRATE,GENDER,GENM
2008,2012,TX,Texas,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,48,CAN,CAN11_2,AVGANNNMBR,RACE,APIO
2009,2013,US,United States,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Overall,Overall,59,CAN,CAN11_2,AVGANNNMBR,OVERALL,OVR
2008,2012,VA,Virginia,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,51,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2013,2017,VA,Virginia,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,51,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2008,2012,VT,Vermont,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,50,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2014,2018,VT,Vermont,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",50,CAN,CAN11_2,AVGANNNMBR,RACE,WHT
2010,2014,WA,Washington,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",53,CAN,CAN11_2,AVGANNNMBR,RACE,BLK
2011,2015,WY,Wyoming,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,56,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2014,2018,WY,Wyoming,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Gender,Male,56,CAN,CAN11_2,AVGANNNMBR,GENDER,GENM
2015,2019,WY,Wyoming,Death Certificate,Cancer,"Cancer of the prostate, mortality",Average Annual Number,Overall,Overall,56,CAN,CAN11_2,AVGANNNMBR,OVERALL,OVR
2011,2015,CA,California,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,06,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2014,2018,CA,California,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,06,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2014,2018,IL,Illinois,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,17,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2011,2015,KS,Kansas,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Crude Rate,Overall,Overall,20,CAN,CAN4_1,AVGANNCRDRATE,OVERALL,OVR
2009,2013,KY,Kentucky,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,21,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2013,2017,KY,Kentucky,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,21,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2015,2019,KY,Kentucky,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Crude Rate,Gender,Male,21,CAN,CAN4_1,AVGANNCRDRATE,GENDER,GENM
2008,2012,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,22,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2009,2013,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",22,CAN,CAN4_1,AVGANNNMBR,RACE,BLK
2013,2017,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",22,CAN,CAN4_1,AVGANNNMBR,RACE,BLK
2014,2018,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Crude Rate,Gender,Male,22,CAN,CAN4_1,AVGANNCRDRATE,GENDER,GENM
2013,2017,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,25,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2015,2019,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,25,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2009,2013,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,26,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2013,2017,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,26,CAN,CAN4_1,AVGANNNMBR,RACE,AIAO
2008,2012,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,27,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2011,2015,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,27,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2008,2012,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,29,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2009,2013,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Age-adjusted Rate,Gender,Male,29,CAN,CAN4_1,AVGANNAGEADJRATE,GENDER,GENM
2008,2012,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,28,CAN,CAN4_1,AVGANNNMBR,RACE,APIO
2009,2013,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,28,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2010,2014,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,28,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2012,2016,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,28,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2013,2017,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,28,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2015,2019,MS,Mississippi,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,28,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2011,2015,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,38,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2015,2019,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",38,CAN,CAN4_1,AVGANNNMBR,RACE,WHT
2013,2017,NH,New Hampshire,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,33,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2015,2019,NJ,New Jersey,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,34,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2009,2013,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",35,CAN,CAN4_1,AVGANNNMBR,RACE,BLK
2010,2014,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,35,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2011,2015,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,35,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2013,2017,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,35,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2014,2018,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,35,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2012,2016,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,40,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2015,2019,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,41,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2008,2012,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,44,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2010,2014,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,44,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2011,2015,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,44,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2013,2017,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,44,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2014,2018,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,44,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2008,2012,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,46,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2008,2012,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,46,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2014,2018,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,46,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2008,2012,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,47,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2012,2016,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,47,CAN,CAN4_1,AVGANNNMBR,RACE,APIO
2013,2017,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",47,CAN,CAN4_1,AVGANNNMBR,RACE,WHT
2014,2018,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,47,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2015,2019,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Crude Rate,Gender,Male,47,CAN,CAN4_1,AVGANNCRDRATE,GENDER,GENM
2012,2016,US,United States,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,59,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2008,2012,VT,Vermont,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,50,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2008,2012,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2009,2013,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2011,2015,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,53,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2012,2016,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2014,2018,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,53,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2015,2019,WA,Washington,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,53,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2009,2013,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,55,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2010,2014,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Female,55,CAN,CAN4_1,AVGANNNMBR,GENDER,GENF
2011,2015,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,55,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2012,2016,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,55,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2015,2019,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Race/Ethnicity,Hispanic,55,CAN,CAN4_1,AVGANNNMBR,RACE,HIS
2010,2014,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,54,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2011,2015,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Gender,Male,54,CAN,CAN4_1,AVGANNNMBR,GENDER,GENM
2014,2018,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",Average Annual Number,Overall,Overall,54,CAN,CAN4_1,AVGANNNMBR,OVERALL,OVR
2015,2019,IA,Iowa,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Race/Ethnicity,Hispanic,19,CAN,CAN4_2,AVGANNNMBR,RACE,HIS
2008,2012,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Gender,Female,16,CAN,CAN4_2,AVGANNNMBR,GENDER,GENF
2010,2014,IL,Illinois,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Age-adjusted Rate,Overall,Overall,17,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR
2008,2012,KS,Kansas,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Crude Rate,Gender,Male,20,CAN,CAN4_2,AVGANNCRDRATE,GENDER,GENM
2013,2017,MA,Massachusetts,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Gender,Male,25,CAN,CAN4_2,AVGANNNMBR,GENDER,GENM
2015,2019,NC,North Carolina,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,37,CAN,CAN4_2,AVGANNNMBR,RACE,AIAO
2015,2019,PA,Pennsylvania,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Gender,Male,42,CAN,CAN4_2,AVGANNNMBR,GENDER,GENM
2015,2019,US,United States,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Overall,Overall,59,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR
2009,2013,UT,Utah,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Overall,Overall,49,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR
2012,2016,UT,Utah,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Overall,Overall,49,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR
2010,2014,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Overall,Overall,54,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR
2011,2015,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Race/Ethnicity,Hispanic,54,CAN,CAN4_2,AVGANNNMBR,RACE,HIS
2012,2016,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Crude Rate,Race/Ethnicity,"White, non-Hispanic",54,CAN,CAN4_2,AVGANNCRDRATE,RACE,WHT
2013,2017,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Number,Race/Ethnicity,Hispanic,54,CAN,CAN4_2,AVGANNNMBR,RACE,HIS
2014,2018,WV,West Virginia,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",Average Annual Age-adjusted Rate,Gender,Male,54,CAN,CAN4_2,AVGANNAGEADJRATE,GENDER,GENM
2008,2012,AK,Alaska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Crude Rate,Race/Ethnicity,Hispanic,02,CAN,CAN5_1,AVGANNCRDRATE,RACE,HIS
2010,2014,AK,Alaska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,02,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2014,2018,AK,Alaska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,02,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2009,2013,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,01,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2010,2014,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,01,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2011,2015,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Crude Rate,Gender,Female,01,CAN,CAN5_1,AVGANNCRDRATE,GENDER,GENF
2013,2017,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,01,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2014,2018,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Male,01,CAN,CAN5_1,AVGANNNMBR,GENDER,GENM
2012,2016,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,05,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2015,2019,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,05,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
